4130,보졸, = 보병(步兵).
4131,보졸장, 탈것이 없어 걸어만 다니는 점잖은 사람을 농으로 이르는 말.
4132,보좌, ①왕좌(王座). ②<불>부처가 앉는 자리.
4133,보좌, 자기보다 지위가 높은 사람을 도움. 
4134,보철, 보충하여 한데 모음.(supplement)
4135,보첩, 족보(族譜)로 만든 책.
4136,보첩, 걸음. (원)보섭(步섭)
4137,보첩 여비, 걸음이 나는 듯이 빠름.
4138,보추, 진취성(進就性)(낮은말).
4139,보추없다, 보추가 없다.
4140,보태, 걸음걸이의 자태. 걷는 태도.
4141,보태, 아이 밴 여자의 기력을 도움.
4142,보토, 패어서 우묵한 곳을 흙으로 메워서 채움.
4143,보퉁이, 물건을 보에 싼 덩이.(bundle)
4144,보편, ①모든 것에 미침. ②<철>대상 전체에 공통하여 적용됨.
4145,보폐, 폐단을 바로잡음.
4146,보푸라기, 보풀의 낱개. 보무라지.(nap) < 부푸러기.
4147,보풀, 종이나 피륙의 거죽에 일어나는 잔털.(nap) < 부풀.
4148,보풀다, 종이나 피륙의 거죽에 보푸라기가 일어나다. < 부풀다.
4149,보풀리다, 보풀게 하다.(raise a nap) < 부풀리다.
4150,보풀보풀, 보푸라기가 일어난 모양.(nappy) < 부풀부풀.
4151,보필, 덜 된 데를 보충하여 씀.
4152,보필, 임금을 도움.
4153,보합, 시세가 변동 없이 그대로 있음.
4154,보해, 손해를 메워서 채움.
4155,복안, 마음 속으로 품고 있는 계획. 속 배포.(plan)
4156,봉고파직, <제>못된 짓을 하는 원을 파면시키고 관고를 봉해 잠그던 일. 
4157,봉공, ①나라나 사회를 위하여 힘써 일함. ②= 봉직(奉職).
4158,봉기, 벌떼처럼 군중들이 들고 일어남.(uprising)
4159,봉답, 웃사람에게 삼가 대답함.
4160,봉독, 남의 글을 받들어 읽음.
4161,봉돌, 줄에 맨 돌이나 납덩이.
4162,봉두, = 쑥대강이.
4163,봉두난발, 쑥대강이같이 흩어진 머리털.
4164,봉별, 만남과 이별.
4165,부개비잡히다, 하도 졸라서 하기 싫은 일을 할 수 없이 하게 되다.
4166,부견, 피상적인 관찰. 천박한 생각.(superficial observation)
4167,부고, 사람이 죽은 것을 알리는 통지. 부음(訃音). 통부(通訃). 휘음(諱音).
4168,부급종사, 먼 곳의 스승에게 가서 배움.
4169,뿌덕뿌덕하다, ①맛이 떫어서 입 안이 텁텁하다. ②부드럽지 못하고 아주 뻑뻑하다.(thick)
4170,부라퀴, ①야물고 암팡스러운 사람. ②제게 이로운 일이면 기를 쓰고 덤비는 사람.
4171,부랴부랴, 매우 급히 서두르는 모양.
4172,부랴사랴, 아주 바빠 부산하게 서두르는 모양.
4173,부면, 몇 부분으로 나눈 한 면.(phase)
4174,부명, 아버지의 이름.
4175,부명, 아버지의 분부.(father's order)
4176,부명, ①나쁜 평판. ②남녀간의 정사에 관한 소문.
4177,부명, 부자로 소문난 이름.
4178,부목, 물 위에 떠 있는 나무. ¶맹귀(盲龜) 부목.
4179,부목, 썩은 나무.
4180,부목," 팔, 다리의 부상(負傷), 골절(骨折) 따위로 안정(安靜)을 유지하기 위하여 사 용하는 나무나 쇠붙이로 만든 기구."
4181,부목, <불>절에서 땔나무나 심부름을 하는 사람.
4182,부문, 전체를 몇으로 갈라 놓은 부분.(category)
4183,부문, 경박한 문장. 헛된 외면 치레.
4184,부문, 과거를 보기 위하여 과장(科場)에 들어 감.
4185,부문, 누가 죽었다는 소식.
4186,부민, 떠돌아 다니는 사람들.
4187,부민, 넉넉하게 사는 국민.
4188,부박, 실없고 경솔함.(frivolity)
4189,부심, 무슨 일에 몹시 마음을 씀.
4190,부유, 여자와 어린아이.
4191,부유, 떠돌아 다님.(floating)
4192,부유, = 하루살이.
4193,부유 인생, 하루살이 인생.
4194,부유, 아주 완고하여 쓸모 없는 선비.
4195,부유, 재물을 넉넉히 가짐.
4196,부유 천하, 천자(天子)의 부(富)의 힘.
4197,부유, 재물이 넉넉함. 가멸음. 부요(富饒).(wealth)
4198,부유층, 부유하게 잘 사는 층.(wealthy class) 
4199,부유스름하다, 빛이 진하지 않고 조금 부옇다.(misty) > 보유스름하다. (센)뿌유스름하다.
4200,뿌유스름하다, 부유스름하다(센말).
4201,부육, 도와서 양육함.
4202,부육, 애지중지하게 기름. ¶왕세자 부육의 소임(所任).
4203,부육, 짐승의 썩은 고기.
4204,부윤, 재물이 넉넉함.(wealth)
4205,부윤옥, 재물이 넉넉하면 겉으로 보기에 집이 윤택하여 보임.
4206,부음, = 부고(訃告).
4207,부응, ①믿음이 깊어 부처나 신령에 통함. ②천명(天命)과 인사(人事)가 일치함.
4208,부응, 무엇에 좇아서 응함.(complying with)
4209,부의, 토의에 붙임.
4210,부의, 초상난 집에 부조로 보내는 돈이나 물건. 또는 그 일.
4211,부잡, 사람됨이 진실하지 못함.
4212,부전부전하다, 남의 몹시 바쁜 것은 생각하지 않고 제 일만 하려고 서두르다.
4213,부절, 쪼개어 나눔.
4214,부접, ①남이 따를 수 있는 부드러운 성질.(amiability) ②남에게 의지함.(dependence)
4215,부접못하다, ①그 곳에 붙어 있을 수 없다. ②견디어 내지 못하다. (센)부쩝못하다.
4216,부정 모혈, 아버지의 정수(精髓)와 어머니의 피. 곧 자식은 부모의 뼈와 피를 물려받음을 이르는 말. 
4217,부조리, ①사물의 계통이 서지 아니함. ②<철>인생에 삶의 뜻을 찾으려는 욕구와 세계의 비합리성(非合理性)과의 동떨어진 상관 관계 그 자체를 의미하는 카뮈의 실존주의적사상을 나타내는 말. 불합리한 현대에 대한 의식과 그에 대한 반항을 통하여 적극적인 삶을 
4218,부족, 모자람. 넉넉하지 못함.
4219,부족 가론, 같이 의논할 거리가 못됨.
4220,부화, 실속이 없이 겉으로만 아름다움.
4221,부화, 주견(主見)이 없이 남의 의견에만 붙좇음.
4222,부화 뇌동, 남들의 언행(言行)에 덩달아 좇음.
4223,부화, 부유하고 호화로움.
4224,부황, 오래 굶주려서 살가죽이 누렇게 붓고 들뜨는 병.
4225,부회, 억지로 이치에 맞춤.
4226,분휘," 기운을 떨쳐 휘두르거나, 떨쳐 드날림."
4227,붇다, ①물에 젖어 부피가 늘다.(swell) ②수효가 많아지다.
4228,불뚝, 갑자기 뚝뚝하게 성을 내는 모양. (부)불뚝불뚝.
4229,불뚝심지, 불끈 솟은 심지.
4230,불뚝하다, 갑자기 솟아 불룩하다.
4231,불뚱거리다, 소견이 좁아 툭하면 성이 나서 얼굴이 불룩해지다. > 볼똥거리다. (부)불뚱불뚱.
4232,불문, ①불성문(不成文)(준말). ②글을 잘 하지 못함.
4233,불문율," <법>글자로 표현되고 일정한 절차를 밟아 제정된 성문법(成文法) 이외의 관례상으로 인정된 법률. 관습법, 판례법(判例法) 따위. 불문법(不文法). <-> 성문율."
4234,불문 헌법, <법>성문법의 형식을 취하지 않고 존재하는 국가의 기본법. 영국에서 만 볼 수 있음.
4235,불문,묻지 않음. 밝히지 않고 덮어 둠.
4236,불문 가지, 묻지 않아도 가히 알 수 있음.
4237,불문 곡직, 옳고 그름을 묻지 않고 함부로 함. 덮어놓고 마구 함. 곡직 불문.
4238,불미, 아름답지 못함.
4239,불미지설, 자기에게 누가 미칠 이롭지 못한 말.
4240,불민, 어리석고 미련함.(stupidity)
4241,불민, 딱하고 가엾음.
4242,불바다, ①사나운 기세로 넓은 지역에 걸쳐서 타오르는 불. 화해(火海). ②불이 환하게 켜 져 있는 넓은 곳.
4243,불받다, 남에게 큰 해를 당하다.
4244,불발, 든든하여 빠지거나 꺾이지 않음.
4245,불발, ①쏜 총알이나 던진 폭탄이 터지지 않음. ②떠나지 않음.
4246,불상, 자세하지 않음. 
4247,불상놈, 아주 천한 상놈.
4248,불서, 막 동이 틀 때.(dawn)
4249,불석, 아끼지 않음.
4250,불석 신명, 몸이나 목숨을 아끼지 않음.
4251,불석 천금, 많은 돈을 아끼지 않음.
4252,불선," 다 말하지 못하였다는 뜻으로, 한문 편지 끝에 쓰는 말."
4253,불선 불후, 공교롭게도 좋지 못한 때를 당함.
4254,불설, 우습게 여겨 마음에 두지 않음.
4255,불성 모양, ①형체를 이루지 못함. ②살림이 가난하여 말이 아님. ③옷차림이 형편 없음.
4256,불성 인사, 정신을 잃어 인사를 가리지 못함.(unconsciousness)
4257,불세지공, 세상에 썩 드물게 큰 공로.
4258,불세지재, 세상에 썩 드물게 뛰어난 재주. 또는 그 사람.
4259,불세출, 좀처럼 세상에 나타나지 아니할 만큼 뛰어남.
4260,불소, 적지 않음.
4261,불쏘다, ①목적을 못 이루다. ②<체>과녁을 맞히지 못하다.
4262,불쏘시개," 불을 피울 때 옮기어 붙이느라고 먼저 쓰는 잎나무, 관솔 따위."
4263,불수, 마음대로 되지 않음. 불수의(不隨意). ¶반신불수.
4264,불철 주야, 밤낮을 가리지 아니함. 조금도 쉴 사이 없이 일에 힘쓰는 모양.
4265,불초, ①못나고 어리석음. 또는 그런 사람. ②어버이의 덕망이나 사업을 이을 만한 자질이 없음. 또는 그런 사람. ③자기(낮춤말). 불초자(不肖子)(준말).
4266,불치, 불치 인류(不齒人類)(준말).
4267,불치 인류, 사람 축에 들지 못함. (준)불치(不齒).
4268,불치 불검, 지나치게 사치하지도 검소하지도 않고 수수함.
4269,불치 하문, 아랫사람에게도 물을 것은 꺼리지 않고 물음.
4270,불친화성, <화>딴 종류의 물질과 화합하지 않는 성질.
4271,불침번, 밤에 자지 아니하고 번을 서는 일. 또는 그 사람.
4272,불컥거리다, 진흙이나 반죽 따위를 자꾸 밟거나 주무르다. > 볼칵거리다. (부)불컥불컥.
4273,불투수층, <지>수성암이나 토양 등으로 말미암아 물이 잘 스며들지 않는 지층.
4274,불퉁그러지다, 물건의 마디가 불퉁하게 되다.
4275,불퉁불퉁, ①물건의 거죽이 여기저기 불거져 편편하지 않은 모양. ②퉁명스럽게 함부로 불 쑥불쑥 말하는 모양.
4276,불퉁스럽다, 말이 순하지 않고 불퉁불퉁한 태도가 있다. > 볼통스럽다.
4277,불퉁하다, ①둥근 것이 툭 비어져 있다. ②소견이 좁아 툭하면 성을 잘 내고 퉁명스러운 말 을 함부로 하다.(rough) > 볼통하다. (부)불퉁불퉁.
4278,불티, 타는 불에서 튀는 아주 작은 불똥.
4279,불티같다, 내놓기가 무섭게 금방 팔리거나 없어지다.
4280,불편, ①편하지 못함. 거북스러움. ②편리하지 못함.
4281,불편, 어느 한쪽으로 치우치지 않음.
4282,불편 부당, 공평하여 어느 편으로나 치우치지 않음. 무편 무당.
4283,불폐 풍우, 집이 헐어서 바람과 비를 가리지 못함.
4284,불포화, 포화 상태에 이르지 않음.
4285,불포화 증기, <물>압력이 포화에 달하지 못한 증기.
4286,불풍나게, 매우 바쁘게 자주 드나드는 모양.
4287,불필 다언, 여러 말이 필요 없음.
4288,불하, 국가나 공공 단체에서 민간에게 물건을 팔아 넘기는 일.
4289,불하, ①못하지 않음. ②어떤 수효에 내리지 않음. ③항복하지 않음. 
4290,불하 일장, 죄인이 매 한 대도 맞기 전에 곧 신문을 기다리지 않고 자백함.
4291,불한당, 떼를 지어 다니며 재물을 강탈하는 강도. 화적(火賊). (준)한당(汗黨).
4292,불현듯, 불현듯이(준말).
4293,불현듯이, 갑자기 치밀어 걷잡을 수 없게.(suddenly) (준)불현듯.
4294,불현성 감염, <의>잠복기가 지나도 발병하지 않는 상태. 잠복 감염.
4295,불현어외 ,  밖으로 드러내지 않음.
4296,불협화음, <음>둘 이상의 악음(樂音)이 겹쳐 불안정하고 불쾌한 느낌을 주는 것.
4297,비각," 물,불과 같이 두 물건이 서로 용납되지 못하는 일."
4298,비감, 슬프게 느껴짐. 또 그 느낌.(sorrow)
4299,비강," ①쭉정이와 겨. ②변변치 못한 음식. ③먼지나 쓰레기 같은 것처럼 자디잔, 시시한 물건."
4300,삐걱빼각, 크게 삐걱거리는 소리와 작게 빼각거리는 소리가 한데 어울려 나는 모양.
4301,비격, ①급히 돌리는 격문. ②격문을 급히 돌림.
4302,비견, 어깨를 나란히 견줌. 우열이 없이 서로 비슷함. 병견(竝肩).
4303,비견, 자기의 의견(낮춤말).
4304,비결, 드러나지 않은 썩 좋은 방법. 비약(秘약).(secret)
4305,비경, 슬픈 경우. 가련한 경우나 처지.
4306,비경, 신비로운 곳.
4307,비계, ①남몰래 꾸미는 계교. 비모(秘謀). ②여태까지 보이지 않았던 기술.
4308,비고, ①참고하기 위하여 갖추어 둠. ②덧붙여 본문의 부족을 보충함. 또는 그 기사.
4309,비고, 숨겨서 간직하여 두는 창고.
4310,비꼬다, ①비틀어서 단단히 꼬다. > 배꼬다. ②말을 비틀어서 거슬리게 하다. (준)꼬다.
4311,비꼬이다, 비틀려 꼬여지다.
4312,비곤, 노곤함. 고달픔.
4313,비관, ①사물을 슬프게만 봄. 희망을 갖지 않음. ②세상을 괴롭고 악한 것으로만 봄.
4314,비관론, 모든 일을 어두운 면으로만 보아 아무런 희망도 가질 수 없다고 주장하는 견해.(pessimism) <-> 낙관론(樂觀論).
4315,비교, 매우 높은 다리.
4316,비꾸러지다, ①몹시 비뚤어지다. ②딴 데로 벗어져 나가다. ③일이 낭패하다.  
4317,삐꾸러지다, 비꾸러지다(센말).
4318,비굴, 사람이 줏대가 없고 하는 것이 천함. 못남.
4319,비궁, 몸을 돌보지 않고 신하나 국민의 도리를 다함.
4320,비끄러매다, 붙잡아 매다.
4321,비극, ①<연>사건의 으뜸가는 줄거리가 슬픈 결말을 낳도록 꾸며진 극.(tragedy)<-> 희극. ②비참한 사건.
4322,비근, ①흔하고 가까움. 통속(通俗). ②알기 쉬움.
4323,비근거리다, 물건의 사개가 늘어나서 흔들거리다. (부)비근비근.
4324,비금, 날짐승.
4325,비금 주수, 날짐승과 길짐승. (준)비주(飛走).
4326,비금비금하다, 서로 비슷비슷하다.
4327,비급, 급할 때를 위한 준비.
4328,비기, 비기 윤신(준말).
4329,비기 윤신, 제 몸만 이롭게 함. (준)비기(肥己).
4330,비기지욕, 제 몸만 이롭게 하는 욕심.
4331,비기," ①길흉(吉凶), 화복(禍福)을 예언한 기록. ②비밀히 기록함. 또는 그 기록."
4332,비나리치다, 아첨을 하여 가며 남의 환심을 사다.
4333,비난, 남의 잘못이나 흠을 나무람.
4334,비듬하다, 비스듬하다(준말).
4335,비등, 높이 날아 오름.
4336,비등, 비슷함. ¶두 적수(敵手)는 세력이 비등하다.
4337,비등비등하다, 여럿이 다 비등하다.
4338,비등, ①액체가 끓어 오름. ②의논이 물끓듯 함.
4339,비래, ①날아서 옴. ②항공기 편으로 옴.
4340,비래, 요즈음.(nowadays)
4341,비량, = 비교(比較).
4342,비량적, 개념적 사유에 의하여 판단을 거듭하여 대상을 이해하는 (것). 개념적. 추론적(抽論的).
4343,비럭질, 남의 돈이나 물건을 공으로 청하는 짓.(begging)
4344,비렁뱅이, 거지(낮은말).
4345,비련, 끝이 비참한 남녀 사이의 사랑.(tragic love)
4346,비로소, 마침내. 처음으로.(for the first time)
4347,비롯하다, 어떤 일이 언제부터 시작되다. 또는 시작하다.(begin)
4348,비루, 개나 말 따위의 털이 빠지는 피부병.(mange)
4349,비루먹다, 비루병에 걸리다.(suffer from mange)
4350,비루, 슬퍼서 흘리는 눈물.
4351,비루, 높은 곳에 세운 누각.
4352,비루, 마음이 고상하지 못하고 하는 짓이 더러움.(meanness)
4353,비류, 같은 유가 아님.
4354,비류, 비슷한 종류.(parallel)
4355,비류 직하, 폭포가 곧추 떨어짐.
4356,비륜, 같은 종류가 될 만함.(comparable)
4357,비말, 뛰어 오르는 물방울.(splash)
4358,비말 감염, 타액(唾液) 따위의 비말에 의하여 감염되는 병의 전염.
4359,비망, 잊었을 때를 위한 마련.(reminder)
4360,비망기, ①잊어 버리지 않도록 어떤 사실들을 적은 기록.(memo) ②<제>임금의 명령 을 적어서 승지(承旨)에게 전하던 기록.
4361,비망록, 잊지 않기 위하여 적어두는 기록. 총명기(聰明記).(memorandum)
4362,비슥거리다, = 베슥거리다.
4363,비쓱거리다, 이러 저리 쓰러질 듯이 몸을 흔들다.(totter) > 배쓱거리다. (부)비쓱비쓱.
4364,비슥하다, 한쪽으로 비스듬하다. > 배슥하다. (부)비슥이.
4365,비슬거리다, ①긴하게 덤비지 않고 피하는 태도로 자꾸 베돌다.(dawdle) > 뱌슬거리다. ②힘없이 비쓱거리다. > 배슬거리다.(dotter) (부)비슬비슬.
4366,비습, 몸이 살이 찌고 습기가 많음.
4367,비습, 땅이 낮고 습기가 많음.
4368,비슷하다 1, 쓰러질 듯이 비스듬하다. > 배슷하다. (부)비슷이.
4369,비슷하다 2, 거의 같다. 닮은 점이 많다.(similar) (부)비슷이. (형)비슷비슷하다.
4370,비승 비속, 중도 아니고 속인도 아님. 곧 어중간한 얼치기.
4371,비시, = 유시(流矢).
4372,비시, 제 때가 아닌 때.
4373,비식, 변변하지 못한 음식.
4374,비식, 콧숨.
4375,비신, 비석에서 비문을 새기는 돌.
4376,비실, 샅샅이 다 갖추어 앎.(know thoroughly)
4377,비실비실, 힘이 없어 흐느적 흐느적 비틀거리는 모양.
4378,비심, 애씀. 수고함.(care)
4379,비아, <철>자아(自我)가 아닌 것. 자아에 대립하여 존재하는 모든 것. <-> 自我.
4380,비아 소관, 내 소관이 아님. 
4381,비아냥거리다, 얄밉게 빈정거리다.
4382,비아냥스럽다, 얄밉게 빈정거리는 태도가 있다.(cynical) 
4383,비안개, 비가 내리듯이 짙게 낀 안개.
4384,비애, 슬픔. 설움.(sorrow)
4385,비야, ①촌 구석. ②낮고 거칢.
4386,비약, ①비방(秘方)으로 지은 약. ②효능이 현저한 약.
4387,비약, ①뛰어 오름.(leap) ②급히 진보 향상함.(rapid progress) ③올바른 순서를 밟 지 않음.(skip) ④왕성하게 활동함.(activity)
4388,비약적," 아주 빨리 진보, 향상하는 성질을 띤 (것). ¶비약적 발전."
4389,비약, = 비결(秘訣).
4390,비양, ①뛰어 오름.(flight) ②뽐내어 거들거림.(swaggering)
4391,비어, 남을 헐뜯어 퍼뜨린 말. 비언(飛言).(flying rumour)
4392,비어, 터무니 없이 떠도는 말.(wild rumour)
4393,비어, 낮고 속된 말.(vulgarism)
4394,비어, 미리 준비하여 막음.(defence) 
4395,비어, 비밀의 말.
4396,비어지다, ①속에서 밖으로 쑥 내밀다.(protrude) ②숨었던 일이 드러나다.(be exposed)
4397,비언, 비어(飛語).
4398,비언, 품이 낮은 시속 말.(vulgar saying)
4399,비언, = 비어(鄙語).
4400,비업, 큰 사업. 홍업(洪業).
4401,비역, 남자끼리 하는 성행위(性行爲). 계간(鷄姦). 남색(男色).(sodomy) (준)벽.
4402,비역살, 궁둥이 쪽의 사타구니의 살.
4403,비연, 연을 날리는 일. ¶비연 대회.
4404,비열, 비장에 열기가 생기는 병.
4405,비열, 사람이 아주 못남. 성품과 행실이 천하고 용렬함. 
4406,비열, 마음이 더럽고 못남.
4407,비열, <물>어떤 물질 1g의 온도를 섭씨 1도만 높이는 데 쓰는 열량.
4408,비영비영하다, 병으로 몸이 파리하고 기운이 없다.(feeble)
4409,비예, 눈을 흘겨 봄.
4410,비오, 솔개의 우는 소리. (부)비오비오.
4411,비옥, 땅이 걸고 기름짐. 비요(肥饒).(fertility)
4412,비옥, 붉은 점이 박힌 비취옥.(green jade with red spots)
4413,비옥 가봉," 중국 요(堯), 순(舜) 때 사람이 모두 착하여 집집마다 표창할 만하였 다는 뜻으로, 나라에 현인이 많음을 일컫는 말."
4414,비요, 비적의 무리가 일으키는 소요.
4415,비요, = 비옥(肥沃).
4416,비요, = 비결(秘訣).
4417,비용, <물>단위 질량의 물체가 가지는 체적.
4418,비용, 드는 돈. 쓰이는 돈. 비발.(expense)
4419,비우, = 비첨(飛첨).
4420,비우다, 비게 하다.(empty) (준)비다.
4421,비운, ①바람에 불리어 날아가는 구름. ②<건>운문(雲紋)의 한 가지.
4422,비운, 불행(不幸). 역운(逆運).(misfortune)
4423,비운, 슬픈 운수.
4424,비운, 나쁜 운수. 막힌 운수.(misfortune)
4425,비웃, 청어를 특히 생선으로 일컫는 말.
4426,비웃적거리다, 자꾸 비웃으며 빈정거리다.(keep sneering)
4427,비원, ①<불>부처나 보살의 자비(慈悲)의 대원(大願). ②뼈저린 소원. ¶국토 통일은 민족의 비원이다.
4428,비원, 일정한 인원에 참.(meeting the quorum)
4429,비원, 대궐 안에 마련된 동산. 또는 그 경내. 금원(禁苑).(palace garden)
4430,비원, 자기의 소원(낮춤말).
4431,비위, ①<생>비장(脾臟)과 위(胃). ②사물에 대하여 좋고 언짢음을 느끼는 기분. ¶ 음식이 비위에 맞다. ③싫은 것을 잘 참아 내는 힘. ¶비위도 좋다. 저래도 성을 안 내니.
4432,비위 건드리다, 남의 마음을 상하게 하다.
4433,비위 난정, ①비위가 뒤집혀 느긋느긋함. ②비위에 거슬리는 꼴을 보고 마음에 아니꼬움.
4434,비위 맞추다, ①남의 비위에 맞도록 하여 주다.(please) ②알랑거리다.(flatter)
4435,비위 사납다, 비위에 맞지 않아 기분이 나쁘다.(be disgusted)
4436,비위 상하다, 비위에 거슬려 기분이 상하다.
4437,비위 좋다, ①음식을 잘 삭여 내다. ②싫은 것을 잘 견디어 내다. ③뻔뻔스럽다.(impudent)
4438,비위 틀리다, 비위에 맞지 아니하여 기분이 틀어지다.
4439,비위, 법에 어긋남. 또는 그 일.(illegality)
4440,비위, 돌아가신 어머니와 그 위로 각 대의 할머니의 위(位). <-> 고위(考位).
4441,비치적거리다, 약간 한 옆으로 비칠거리다.(totter) > 배치작거리다. (준)비척거리다.(부)비치적비치적.
4442,비칠거리다, 조금 비치적거리다. (부)비칠비칠.
4443,비켜 나다, 비켜서 물러나다.
4444,비켜 서다, 비켜서 물러서다.
4445,비탄, 슬퍼 탄식함.(grief)
4446,비탕, 끓는 물.(boiling water)
4447,비토, 기름진 흙.(fertile soil)
4448,비트적거리다, 몸을 잘 가누지 못하고 비틀거리면서 걷다.(stagger) > 배트작거리다. (센) 삐트적거리다. (부)비트적비트적.
4449,비틀하다, 비척지근하고도 감칠맛이 있다. > 배틀하다.
4450,비틈하다, 조금 비슷하다.
4451,비패, 추저분하고 막됨.
4452,비편, 불편함을 느낌.
4453,비평," ①옳고 그름, 아름다움과 추함을 논하여 결정함. ②결점, 장점을 들어 평함.(준)평(評).(criticism)"
4454,비폭, 높은 데서 떨어지는 폭포.(waterfall)
4455,비폭 징류, 높은 곳에서 나는 듯이 떨어져 내리는 폭포와 맑게 흐르는 물.
4456,비품, 회사나 관청 따위에서 갖추어 두고 쓰는 제구.(fixtures)
4457,비품, 비밀히 임금에게 여쭈어 아룀.
4458,비풍, 구슬픈 느낌을 주는 바람. 늦가을 바람.
4459,비풍 참우, 비참한 처지.
4460,비필, 빨리 쓰는 글씨. 빨리 씀.
4461,비하, ①땅이 낮음. ②지위가 낮음. ③낮춰 내림.
4462,비하다, 비교하다.
4463,비하 정사, 코 밑에 닥친 일만 처리하는 정사. 곧 겨우 먹고 살아가는 일.
4464,비행, 그릇된 짓. 나쁜 짓.
4465,비행, 공중으로 날아 다님.(flight)
4466,비호, ①나는 듯이 날랜 범. ②움직임이 용맹스럽고도 날쌘 것의 비유.(agility)
4467,비호같다, 썩 용맹스럽고 날쌔다. ¶비호같이 덤벼들다.(as quick as lightning)
4468,비호, 감싸서 보호함.(patronage)
4469,비화, 떨어져 흩어지는 꽃잎.
4470,비화, 슬픈 이야기.
4471,비화, ①튀는 불똥. ②남의 일에 까닭 없이 걸려 듦. 후림불. (유)후림.
4472,비화, 남의 일로 까닭 없이 당하는 재앙.(unexpected disaster)
4473,비화, 숨은 이야기.(secret story)
4474,비환, 슬픔과 기쁨.(grief and joy)
4475,비회, 슬픈 회포. 슬픈 심사.(pathos)
4476,비후, 큰 짐승의 슬픈 울부짖음.
4477,비후, 살이 쪄서 두툼함.(fatness)
4478,비훼, 남의 허물을 드러내어 헐뜯음.(slander)
4479,비희, 슬픔과 기쁨.(joy and sorrow)
4480,비희교집, 슬픈 일과 기쁜 일이 한꺼번에 닥침.
4481,삑, ①날카롭게 지르는 소리.(whistling) ②여럿이 배게 들어선 모양.(thickly) > 빽.
4482,빅다, 비기다(준말). 
4483,사념, 마음 속으로 생각함. 또는 마음 속으로 하는 생각.(thought) (유)사려(思慮).
4484,사념, 올바르지 못한 못된 생각.
4485,사느랗다, ①몹시 사늘하고 조금 찬 듯하다.(cool) ②갑자기 놀라서 마음 속에 찬 기운이 나는 것 같다.(thrilling) < 서느렇다. (센)싸느랗다.
4486,사늘하다, ①몹시 산산하다.(cool) ②갑자기 놀라서 마음 속에 찬 기운이 좀 나는 듯하다.(feel a chill) < 서늘하다. (센)싸늘하다.
4487,사단, 사(紗)와 비단.
4488,사단, = 문단(文壇).
4489,사단," <군>군대 편성의 한 단위. 사령부가 있으며 전략상 독립한 부대. 육군에서 군 단(軍團)의 아래, 연대(聯隊)의 위.(division)"
4490,사단, <법>①특정한 목적을 위하여 여러 사람을 기초로 하여 결합된 단일적 단체.(association) <-> 재단(財團) ②사단법인(준말).
4491,사단, 일의 실마리.
4492,사단," 인의예지(仁義禮智)에서 우러나는 측은(惻隱), 수오(羞惡), 사양(辭讓), 시비(是非)의 네 가지 마음씨."
4493,사대, 큰 나라 또는 세력 있는 쪽을 붙좇아 섬김.
4494,사대 교린주의," <역>조선 때의 전통적인 외교 정책. 큰 나라인 중국은 섬기 고 왜(倭), 여진(女眞) 따위 이웃 족속들은 무마하여 탈 없이 지내자는 주의."
4495,사대당, 세력이 강한 쪽에 붙좇는 무리.
4496,사대 사상, 뚜렷한 주견(主見)이 없이 그저 세력이 큰 것에 붙좇아 임시적인 안 전을 꾀하려는 생각.
4497,사대주의, = 사대사상(事大思想).
4498,싸데려가다, 신랑 쪽에서 모두를 부담하여 가난한 신부와 혼인하다.
4499,사도, 스승으로서의 마땅히 지켜야 할 길.
4500,사도, 올바르지 않은 길. 사로(邪路). <-> 정도(正道).
4501,사도, 벼슬길.
4502,사도, 개인이 닦아 쓰는 길.(private road)
4503,사도, 관청의 허가 없이 소나 돼지 따위를 잡음.
4504,사도, ①유교(儒敎)에서 유교의 도덕을 일컫는 말.(Confucian morality) ②자기가 받드는 기예(技藝)나 도(道).
4505,사도, 선비로서 마땅히 행할 도리.
4506,사되다, 하는 짓이 사사롭다.
4507,사득, 사실을 조사하여 알게 됨.
4508,사들사들, 약간 시들어 가는 모양. < 시들시들.
4509,사들이다, 사서 들여오다.
4510,사뜻하다, 모양이나 마음씨가 깨끗하고 말쑥하다.
4511,사략, 작고 간략함.
4512,사략, 간략하게 지은 역사.(short history)
4513,사량, 생각하여 헤아림. 사료(思料).(consideration) (유)사려(思慮).
4514,사레, 잘못 삼킨 음식이 숨구멍 쪽에 들어가게 될 때 갑자기 재채기처럼 뿜어 나오는 기운.
4515,사레 들리다, 사레에 걸리다. ¶급히 마시다가 사레 들리다.
4516,사려, ①여러 가지 일에 대한 깊은 생각.(consideration) (유)사량(思量). 사념(思念). ②근심이나 걱정을 하는 생각.
4517,사려증, 부질없이 근심걱정을 하는 병. 
4518,사련, 생각하여 그리워함.
4519,사련, 도리에 벗어난 연애.
4520,사로, 모랫길. 모래를 깐 길.
4521,사로, 글을 쓰는 생각의 길.
4522,사로, 벼슬길.
4523,사로, ①비탈길. ②비껴 나간 길.
4524,사로, = 사도(邪道).
4525,사로, ①막다른 길. ②죽음의 길.
4526,사로자다, 염려되는 일이 있어 마음 놓고 자지 못하다.
4527,사록, 베낌. 옮겨 씀.
4528,사록, <동>=사향노루.
4529,사록, 역사에 관한 기록.
4530,사뢰다, 웃어른에게 말씀을 드리다. 아뢰다. 여쭙다.
4531,사류, <식>=실버들.
4532,사르다1, 곡식을 까부른 뒤에 싸라기를 따로 흔들어 떨어뜨리다.
